,1,54.34,77.38
119700,119680,62.01,69.47
119760,119740,62.0,69.45
119820,119800,62.01,69.45
119880,119860,62.0,69.47
119940,119920,61.99,69.43
120000,119980,62.0,69.45
120060,120040,61.97,69.41
120120,120100,61.96,69.45
120180,120160,61.95,69.47
120240,120220,61.95,69.47
120300,120280,61.96,69.43
120360,120340,61.96,69.45
120420,120400,61.97,69.47
120480,120460,61.95,69.45
120540,120520,61.96,69.47
120600,120580,61.97,69.49
120660,120640,61.94,69.5
120720,120700,61.93,69.5
120780,120760,61.93,69.5
120840,120820,61.91,69.54
120900,120880,61.91,69.5
120960,120940,61.87,69.5
121020,121000,61.87,69.52
121080,121060,61.87,69.5
121140,121120,61.87,69.56
121200,121180,61.87,69.5
121260,121240,61.87,69.54
121320,121300,61.82,69.52
121380,121360,61.81,69.49
121440,121420,61.82,69.56
121500,121480,61.77,69.62
121560,121540,61.74,69.62
121620,121600,61.7,69.58
121680,121660,61.76,69.6
121740,121720,61.74,69.56
121800,121780,61.76,69.6
121860,121840,61.74,69.6
121920,121900,61.7,69.56
121980,121960,61.71,69.6
122040,122020,61.71,69.6
122100,122080,61.73,69.64
122160,122140,61.7,69.62
122220,122200,61.69,69.6
122280,122260,61.7,69.66
122340,122320,61.68,69.66
122400,122380,61.67,69.66
122460,122440,61.68,69.64
122520,122500,61.68,69.66
122580,122560,61.65,69.66
122640,122620,61.63,69.7
122700,122680,61.65,69.87
122760,122740,61.48,69.85
122820,122800,61.46,69.81
122880,122860,61.48,69.78
122940,122920,61.5,69.78
123000,122980,61.52,69.78
123060,123040,61.58,69.78
123120,123100,61.58,69.78
123180,123160,61.65,69.78
123240,123220,61.69,69.78
123300,123280,61.77,69.79
123360,123340,61.81,69.81
123420,123400,61.82,69.81
123480,123460,61.87,69.81
123540,123520,61.9,69.79
123600,123580,61.88,69.83
123660,123640,61.88,69.81
123720,123700,61.91,69.81
123780,123760,61.89,69.83
123840,123820,61.89,69.81
123900,123880,61.92,69.83
123960,123940,61.94,69.81
124020,124000,61.92,69.83
124080,124060,61.94,69.85
124140,124120,61.98,69.81
124200,124180,62.02,69.85
124260,124240,62.01,69.83
124320,124300,62.04,69.81
124380,124360,62.04,69.87
124440,124420,62.08,69.89
124500,124480,62.07,69.83
124560,124540,62.1,69.81
124620,124600,62.1,69.83
124680,124660,62.11,69.85
124740,124720,62.12,69.85
124800,124780,62.11,69.87
124860,124840,62.13,69.85
124920,124900,62.14,69.85
124980,124960,62.14,69.85
125040,125020,62.14,69.91
125100,125080,62.14,69.89
125160,125140,62.14,69.87
125220,125200,62.16,69.89
125280,125260,62.16,69.87
125340,125320,62.17,69.93
125400,125380,62.16,69.89
125460,125440,62.16,69.89
125520,125500,62.16,69.89
125580,125560,62.18,69.93
125640,125620,62.17,69.93
125700,125680,62.16,69.93
125760,125740,62.2,69.93
125820,125800,62.19,69.95
125880,125860,62.2,69.93
125940,125920,62.2,69.97
126000,125980,62.2,69.99
126060,126040,62.2,69.99
126120,126100,62.22,70.01
126180,126160,62.22,70.01
126240,126220,62.19,70.05
126300,126280,62.21,70.08
126360,126340,62.24,70.08
126420,126400,62.29,70.12
126480,126460,62.34,70.12
126540,126520,62.31,70.08
126600,126580,62.39,70.08
126660,126640,62.4,70.12
126720,126700,62.42,70.1
126780,126760,62.48,70.1
126840,126820,62.56,70.16
126900,126880,62.76,70.16
126960,126940,63.0,70.14
127020,127000,63.19,70.14
127080,127060,63.44,70.22
127140,127120,63.58,70.18
127200,127180,63.83,70.22
127260,127240,64.48,70.37
127320,127300,65.54,70.49
127380,127360,64.8,70.45
127440,127420,65.67,70.47
127500,127480,66.23,70.51
127560,127540,66.63,70.57
127620,127600,67.14,70.57
127680,127660,69.02,71.17
127740,127720,67.73,70.95
